19.07.16,NC,한화,3,2,NC
19.07.16,삼성,키움,0,6,키움
19.07.17,KT,두산,6,4,KT
19.07.17,LG,SK,2,8,SK
19.07.17,NC,한화,14,1,NC
19.07.17,롯데,KIA,1,3,KIA
19.07.17,삼성,키움,6,10,키움
19.07.18,KT,두산,7,4,KT
19.07.18,LG,SK,12,5,LG
19.07.18,NC,한화,7,4,NC
19.07.18,롯데,KIA,6,3,롯데
19.07.18,삼성,키움,1,5,키움
19.07.26,NC,키움,4,5,키움
19.07.26,SK,롯데,8,6,SK
19.07.26,한화,삼성,8,9,삼성
19.07.27,KIA,두산,1,12,두산
19.07.27,LG,KT,5,2,LG
19.07.27,NC,키움,1,4,키움
19.07.27,SK,롯데,4,0,SK
19.07.27,한화,삼성,6,7,삼성
19.07.28,LG,KT,10,1,LG
19.07.28,NC,키움,11,0,NC
19.07.28,SK,롯데,3,0,SK
19.07.28,한화,삼성,6,13,삼성
19.07.30,KIA,SK,2,0,KIA
19.07.30,두산,NC,9,1,두산
19.07.30,롯데,삼성,2,5,삼성
19.07.30,키움,LG,4,2,키움
19.07.30,한화,KT,2,3,KT
19.07.31,KIA,SK,6,2,KIA
19.07.31,두산,NC,4,8,NC
19.07.31,롯데,삼성,8,4,롯데
19.07.31,키움,LG,8,0,키움
19.07.31,한화,KT,5,2,한화
19.08.01,KIA,SK,1,10,SK
19.08.01,두산,NC,3,2,두산
19.08.01,롯데,삼성,9,4,롯데
19.08.01,키움,LG,5,11,LG
19.08.01,한화,KT,3,1,한화
19.08.03,KT,키움,7,1,KT
19.08.03,NC,KIA,1,5,KIA
19.08.03,SK,한화,3,0,SK
19.08.03,두산,롯데,1,2,롯데
19.08.03,삼성,LG,10,13,LG
19.08.04,KT,키움,5,3,KT
19.08.04,NC,KIA,0,1,KIA
19.08.04,SK,한화,2,8,한화
19.08.04,두산,롯데,4,9,롯데
19.08.04,삼성,LG,2,1,삼성
19.08.06,KT,SK,3,0,KT
19.08.06,LG,KIA,17,4,LG
19.08.06,한화,두산,3,8,두산
19.08.07,KT,SK,2,5,SK
19.08.07,LG,KIA,5,10,KIA
19.08.07,삼성,NC,1,2,NC
19.08.07,키움,롯데,16,4,키움
19.08.07,한화,두산,7,5,한화
19.08.08,KT,두산,2,7,두산
19.08.08,LG,NC,2,13,NC
19.08.08,SK,키움,6,1,SK
19.08.08,롯데,삼성,8,0,롯데
19.08.08,한화,KIA,2,5,KIA
